[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-11 12:14:22] #0149/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 12:14:59] #0150/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 12:15:13] #0151/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.912 | conf=0.720 | gap=0.540
[2026-05-11 12:15:56] #0152/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.402 | conf=0.650 | gap=0.570
[2026-05-11 12:17:02] #0155/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:17:26] #0156/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 12:17:56] #0157/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:18:08] #0158/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 12:18:51] #0160/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 12:19:04] #0161/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:19:12] #0162/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:20:33] #0165/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 12:23:17] #0170/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 12:23:49] #0171/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.463 | conf=0.889 | gap=0.833
[2026-05-11 12:25:13] #0174/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:25:37] #0175/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 12:26:04] #0176/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:26:16] #0177/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:26:43] #0178/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:28:36] #0182/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.530 | conf=0.778 | gap=0.556
[2026-05-11 12:30:03] #0185/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:30:43] #0187/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 12:30:57] #0188/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 12:31:13] #0189/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:31:28] #0190/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:31:41] #0191/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 12:31:54] #0192/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 12:32:40] #0194/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:33:28] #0196/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 12:33:42] #0197/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 12:34:16] #0198/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:36:10] #0201/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 12:37:05] #0203/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.364 | conf=0.650 | gap=0.530
[2026-05-11 12:39:08] #0206/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:40:38] #0209/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:41:40] #0211/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-11 12:42:23] #0213/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:43:27] #0216/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 12:43:38] #0217/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 12:44:22] #0219/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:44:33] #0220/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 12:44:45] #0221/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.343 | conf=0.930 | gap=0.900
[2026-05-11 12:44:58] #0222/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 12:46:46] #0225/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-11 12:49:23] #0230/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 12:50:16] #0232/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.968 | conf=0.804 | gap=0.775
[2026-05-11 12:50:31] #0233/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:53:05] #0239/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:53:30] #0240/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:54:04] #0241/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:54:13] #0242/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 12:57:24] #0249/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:57:52] #0250/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.235 | conf=0.700 | gap=0.650
[2026-05-11 12:59:22] #0253/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 12:59:32] #0254/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:00:04] #0255/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:02:17] #0259/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-11 13:03:05] #0260/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:03:43] #0262/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:39] #0264/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:04:51] #0265/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:05:21] #0266/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.060 | conf=0.750 | gap=0.670
[2026-05-11 13:05:59] #0268/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 13:10:32] #0277/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 13:10:45] #0278/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.889 | conf=0.700 | gap=0.520
[2026-05-11 13:11:00] #0279/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.503 | conf=0.389 | gap=0.111
[2026-05-11 13:11:46] #0281/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:13:24] #0285/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 13:14:10] #0287/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:14:20] #0288/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:14:33] #0289/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.539 | conf=0.550 | gap=0.440
[2026-05-11 13:14:45] #0290/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:15:45] #0292/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:15:56] #0293/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:16:34] #0295/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:18:34] #0300/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:19:16] #0302/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 13:21:22] #0307/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 13:24:16] #0313/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:24:29] #0314/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:27:22] #0320/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:34] #0321/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:28:13] #0323/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:29:38] #0326/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:30:42] #0329/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:31:08] #0330/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 13:31:54] #0332/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:32:06] #0333/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 13:32:55] #0335/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:33:05] #0336/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:34:16] #0339/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:34:28] #0340/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:34:37] #0341/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:35:12] #0342/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:35:32] #0343/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 13:36:16] #0345/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:37:39] #0348/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:38:31] #0350/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.735 | conf=0.750 | gap=0.550
[2026-05-11 13:38:42] #0351/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 13:39:32] #0353/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:40:03] #0355/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:15] #0356/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 13:41:58] #0359/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.607 | conf=0.850 | gap=0.750
[2026-05-11 13:42:27] #0360/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:42:38] #0361/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:42:46] #0362/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:44:24] #0366/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.463 | conf=0.875 | gap=0.812
[2026-05-11 13:44:36] #0367/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 13:47:09] #0373/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 13:47:51] #0375/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:48:57] #0378/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:59] #0380/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:50:39] #0381/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.482 | conf=0.850 | gap=0.720
[2026-05-11 13:51:44] #0384/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.253 | conf=0.950 | gap=0.920
[2026-05-11 13:52:09] #0385/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:52:22] #0386/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 13:52:42] #0387/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
